"Timestamp","Which year are you in?","How are you feeling right now?","On a scale of 1-100, how would you express this feeling?","Gender","Age","Your location ?","Relationship status","Are you happy with your financial state?","How much have you succeeded to cope up with the environment of your educational institution?","Understanding with your family members?","Are you feeling pressure in your study or work right now?","Are you satisfied with your academic result?","Are you happy with your living place?","Who supports you when you are not succeeding in your academic life?","Have you used any social media within the last 6 hours?","Do you have inferiority complex? ","Are you satisfied with your meal today?","Are you feeling sick/health issues today?","Have you done any recreational activity (sports, gaming, hobby etc.) today?","How long did you sleep last night?(in hours)"
"2021/01/31 12:11:16 AM GMT+6","4th year","Good","85","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/31 12:11:21 AM GMT+6","4th year","Very bad","9","Male","23","Hall-Mess","Single","No","1","Bad","Yes","No","Yes","Family","Yes","Maybe","Yes","No","Yes","4"
"2021/01/31 12:11:26 AM GMT+6","4th year","Good","88","Male","23","Department","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:11:28 AM GMT+6","4th year","Bad","21","Male","23","Department","Single","Yes","2","Bad","Yes","No","Yes","Family","Yes","No","Yes","Yes","Yes","6"
"2021/01/31 12:11:30 AM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:11:32 AM GMT+6","4th year","Normal","50","Male","23","Home","Single","No","3","Good","Yes","No","Yes","Friends","Yes","No","Neutral","Yes","No","6"
"2021/01/31 12:11:34 AM GMT+6","4th year","Good","70","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:11:36 AM GMT+6","4th year","Normal","50","Male","23","Hall-Mess","Single","No","3","Good","Yes","No","No","Family","Yes","No","Yes","No","Yes","8"
"2021/01/31 12:11:38 AM GMT+6","4th year","Normal","52","Male","23","Home","Single","No","5","Normal","Yes","No","No","Friends","Yes","No","Neutral","Yes","No","6"
"2021/01/31 12:11:40 AM GMT+6","4th year","Normal","51","Male","23","Hall-Mess","Single","No","4","Normal","No","No","No","Friends","Yes","Maybe","Yes","Yes","No","6"
"2021/01/31 12:11:42 AM GMT+6","4th year","Bad","22","Male","23","Department","Single","No","1","Bad","Yes","Yes","No","Family","Yes","Yes","Yes","Yes","No","3"
"2021/01/31 12:11:47 AM GMT+6","4th year","Very bad","17","Male","23","Department","Single","No","2","Normal","Yes","Yes","No","Family","Yes","Maybe","Neutral","Yes","Yes","3"
"2021/01/31 12:11:52 AM GMT+6","4th year","Normal","65","Male","23","Playground","Single","No","3","Good","No","No","No","Family","Yes","No","Neutral","Yes","No","6"
"2021/01/31 12:11:57 AM GMT+6","4th year","Very good","94","Male","23","Hall-Mess","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/31 12:12:02 AM GMT+6","4th year","Bad","42","Male","23","Department","Single","No","3","Bad","Yes","Yes","No","Family","Yes","Maybe","No","No","No","4"
"2021/01/31 12:12:07 AM GMT+6","4th year","Very good","93","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/31 12:12:09 AM GMT+6","4th year","Very good","100","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/31 12:12:14 AM GMT+6","4th year","Bad","29","Male","23","Hall-Mess","Single","No","1","Good","Yes","Yes","Yes","Friends","Yes","Maybe","No","No","No","4"
"2021/01/31 12:12:16 AM GMT+6","4th year","Very bad","17","Male","23","Home","Single","Yes","1","Bad","Yes","Yes","No","Friends","Yes","Maybe","Yes","Yes","Yes","3"
"2021/01/31 12:12:21 AM GMT+6","4th year","Normal","61","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","No","Friends","Yes","No","Neutral","Yes","Yes","8"
"2021/01/31 12:12:26 AM GMT+6","4th year","Normal","62","Male","23","Playground","Single","Yes","4","Normal","Yes","Yes","No","Friends","Yes","Maybe","Neutral","No","Yes","6"
"2021/01/31 12:12:28 AM GMT+6","4th year","Very good","94","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/31 12:12:33 AM GMT+6","4th year","Good","76","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","10"
"2021/01/31 12:12:38 AM GMT+6","4th year","Normal","50","Male","23","Department","Single","No","5","Normal","Yes","Yes","No","Family","Yes","No","Yes","Yes","Yes","6"
"2021/01/31 12:12:40 AM GMT+6","4th year","Very bad","13","Male","23","Home","Single","No","1","Good","Yes","Yes","Yes","Family","Yes","No","No","Yes","Yes","7"
"2021/01/31 12:12:45 AM GMT+6","4th year","Bad","34","Male","23","Department","Single","Yes","1","Normal","Yes","Yes","Yes","Family","Yes","Yes","Yes","Yes","No","7"
"2021/01/31 12:12:47 AM GMT+6","4th year","Normal","70","Male","23","Hall-Mess","Single","Yes","3","Good","No","No","No","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:12:52 AM GMT+6","4th year","Normal","64","Male","23","Playground","Single","Yes","5","Normal","Yes","Yes","No","Friends","Yes","Maybe","Yes","Yes","Yes","8"
"2021/01/31 12:12:54 AM GMT+6","4th year","Good","81","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","9"
"2021/01/31 12:12:56 AM GMT+6","4th year","Very good","91","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/31 12:12:58 AM GMT+6","4th year","Very good","94","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/31 12:13:03 AM GMT+6","4th year","Good","71","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/31 12:13:05 AM GMT+6","4th year","Very good","92","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:13:10 AM GMT+6","4th year","Normal","54","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Family","Yes","Maybe","Yes","Yes","No","7"
"2021/01/31 12:13:15 AM GMT+6","4th year","Bad","25","Male","23","Playground","Single","Yes","3","Good","Yes","No","Yes","Family","Yes","No","Neutral","No","Yes","6"
"2021/01/31 12:13:20 AM GMT+6","4th year","Very good","92","Male","23","Hall-Mess","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/31 12:13:26 AM GMT+6","4th year","Bad","33","Male","23","Department","Single","No","1","Bad","Yes","No","No","Family","Yes","No","Neutral","Yes","No","3"
"2021/01/31 12:13:28 AM GMT+6","4th year","Very bad","10","Male","23","Hall-Mess","Single","Yes","3","Normal","Yes","Yes","No","Family","Yes","No","Neutral","Yes","Yes","5"
"2021/01/31 12:13:33 AM GMT+6","4th year","Good","71","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/31 12:13:38 AM GMT+6","4th year","Good","88","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:13:40 AM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:13:46 AM GMT+6","4th year","Bad","24","Male","23","Home","Single","Yes","3","Good","Yes","Yes","No","Family","Yes","Maybe","No","No","Yes","4"
"2021/01/31 12:13:47 AM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/31 12:13:49 AM GMT+6","4th year","Good","80","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/31 12:13:53 AM GMT+6","4th year","Very good","92","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/31 12:13:56 AM GMT+6","4th year","Very good","92","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/31 12:13:58 AM GMT+6","4th year","Very good","99","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/31 12:14:00 AM GMT+6","4th year","Very bad","3","Male","23","Playground","Single","No","2","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","No","4"
"2021/01/31 12:14:05 AM GMT+6","4th year","Normal","64","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","No","Friends","Yes","Maybe","Yes","No","No","6"
"2021/01/31 12:14:07 AM GMT+6","4th year","Normal","68","Male","23","Hall-Mess","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","Yes","Yes","6"
"2021/01/31 12:14:09 AM GMT+6","4th year","Very good","98","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/31 12:14:11 AM GMT+6","4th year","Very bad","5","Male","23","Department","Single","Yes","3","Good","Yes","Yes","Yes","Family","Yes","Yes","No","No","Yes","6"
"2021/01/31 12:14:13 AM GMT+6","4th year","Very bad","4","Male","23","Playground","Single","No","2","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","No","Yes","Yes","3"
"2021/01/31 12:14:15 AM GMT+6","4th year","Good","77","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/31 12:14:20 AM GMT+6","4th year","Very bad","10","Male","23","Playground","Single","No","1","Good","Yes","Yes","No","Family","Yes","Yes","Neutral","Yes","Yes","3"
"2021/01/31 12:14:25 AM GMT+6","4th year","Normal","65","Male","23","Playground","Single","Yes","5","Normal","Yes","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/31 12:14:27 AM GMT+6","4th year","Normal","68","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","Yes","No","8"
"2021/01/31 12:14:29 AM GMT+6","4th year","Very bad","7","Male","23","Hall-Mess","Single","Yes","1","Normal","Yes","No","No","Friends","Yes","Yes","No","Yes","Yes","6"
"2021/01/31 12:14:31 AM GMT+6","4th year","Bad","43","Male","23","Home","Single","No","3","Bad","Yes","No","No","Family","Yes","Maybe","Yes","No","No","3"
"2021/01/31 12:14:36 AM GMT+6","4th year","Very bad","2","Male","23","Playground","Single","Yes","2","Bad","Yes","Yes","Yes","Family","Yes","Yes","No","No","Yes","5"
"2021/01/31 12:14:41 AM GMT+6","4th year","Good","81","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/31 12:14:46 AM GMT+6","4th year","Normal","50","Male","23","Hall-Mess","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Yes","Yes","Yes","7"
"2021/01/31 12:14:48 AM GMT+6","4th year","Good","74","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:14:53 AM GMT+6","4th year","Bad","49","Male","23","Home","Single","Yes","2","Bad","Yes","No","No","Family","Yes","Maybe","Neutral","No","No","4"
"2021/01/31 12:14:55 AM GMT+6","4th year","Very bad","3","Male","23","Home","Single","No","3","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","No","4"
"2021/01/31 12:14:57 AM GMT+6","4th year","Very good","94","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/31 12:15:02 AM GMT+6","4th year","Good","72","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:15:07 AM GMT+6","4th year","Very bad","1","Male","23","Playground","Single","No","3","Normal","Yes","No","Yes","Family","Yes","Maybe","Neutral","No","No","3"
"2021/01/31 12:15:12 AM GMT+6","4th year","Very bad","11","Male","23","Hall-Mess","Single","No","1","Good","Yes","Yes","Yes","Family","Yes","Yes","No","Yes","No","4"
"2021/01/31 12:15:14 AM GMT+6","4th year","Very bad","7","Male","23","Hall-Mess","Single","Yes","2","Good","Yes","No","No","Family","Yes","Maybe","Yes","No","Yes","5"
"2021/01/31 12:15:19 AM GMT+6","4th year","Very good","94","Male","23","Hall-Mess","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/31 12:15:21 AM GMT+6","4th year","Bad","48","Male","23","Department","Single","No","2","Bad","Yes","Yes","No","Friends","Yes","No","Yes","Yes","No","3"
"2021/01/31 12:15:23 AM GMT+6","4th year","Very good","95","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/31 12:15:28 AM GMT+6","4th year","Bad","38","Male","23","Hall-Mess","Single","No","2","Bad","Yes","No","No","Friends","Yes","Yes","Yes","No","No","3"
"2021/01/31 12:15:30 AM GMT+6","4th year","Bad","20","Male","23","Department","Single","No","1","Bad","Yes","Yes","Yes","Family","Yes","Yes","Neutral","Yes","Yes","5"
"2021/01/31 12:15:32 AM GMT+6","4th year","Normal","58","Male","23","Playground","Single","No","3","Normal","Yes","Yes","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/31 12:15:37 AM GMT+6","4th year","Bad","26","Male","23","Hall-Mess","Single","Yes","1","Normal","Yes","Yes","No","Friends","Yes","Yes","No","Yes","No","4"
"2021/01/31 12:15:39 AM GMT+6","4th year","Very good","97","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/31 12:15:42 AM GMT+6","4th year","Normal","51","Male","23","Playground","Single","Yes","5","Good","Yes","No","Yes","Family","Yes","No","Yes","Yes","Yes","8"
"2021/01/31 12:15:43 AM GMT+6","4th year","Normal","57","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","Maybe","Yes","No","No","8"
"2021/01/31 12:15:49 AM GMT+6","4th year","Normal","62","Male","23","Home","Single","Yes","3","Good","Yes","Yes","No","Family","Yes","No","Yes","Yes","No","6"
"2021/01/31 12:15:54 AM GMT+6","4th year","Normal","59","Male","23","Department","Single","No","5","Good","No","No","No","Friends","Yes","Maybe","Yes","No","No","8"
"2021/01/31 12:15:59 AM GMT+6","4th year","Bad","36","Male","23","Home","Single","Yes","1","Normal","Yes","No","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","4"
"2021/01/31 12:16:01 AM GMT+6","4th year","Normal","62","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","No","8"
"2021/01/31 12:16:03 AM GMT+6","4th year","Very good","93","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/31 12:16:05 AM GMT+6","4th year","Normal","53","Male","23","Home","Single","Yes","4","Good","No","Yes","No","Friends","Yes","No","Yes","Yes","No","7"
"2021/01/31 12:16:10 AM GMT+6","4th year","Bad","40","Male","23","Playground","Single","Yes","2","Normal","Yes","Yes","No","Friends","Yes","No","Yes","Yes","No","4"
"2021/01/31 12:16:12 AM GMT+6","4th year","Very bad","8","Male","23","Department","Single","Yes","2","Good","Yes","Yes","No","Friends","Yes","Yes","Neutral","Yes","Yes","3"
"2021/01/31 12:16:17 AM GMT+6","4th year","Good","86","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/31 12:16:19 AM GMT+6","4th year","Good","82","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:16:24 AM GMT+6","4th year","Very bad","11","Male","23","Playground","Single","Yes","3","Normal","Yes","Yes","Yes","Family","Yes","Maybe","No","No","No","6"
"2021/01/31 12:16:26 AM GMT+6","4th year","Very bad","10","Male","23","Playground","Single","No","2","Good","Yes","Yes","Yes","Family","Yes","No","Yes","No","Yes","6"
"2021/01/31 12:16:28 AM GMT+6","4th year","Very good","95","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/31 12:16:30 AM GMT+6","4th year","Very good","92","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/31 12:16:32 AM GMT+6","4th year","Good","88","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/31 12:16:37 AM GMT+6","4th year","Normal","58","Male","23","Department","Single","No","3","Good","No","Yes","No","Friends","Yes","Maybe","Neutral","Yes","No","7"
"2021/01/31 12:16:42 AM GMT+6","4th year","Very bad","18","Male","23","Playground","Single","Yes","3","Bad","Yes","No","Yes","Friends","Yes","Maybe","No","Yes","Yes","5"
"2021/01/31 12:16:44 AM GMT+6","4th year","Very bad","1","Male","23","Home","Single","Yes","3","Good","Yes","No","Yes","Family","Yes","Maybe","Neutral","Yes","No","4"
"2021/01/31 12:16:46 AM GMT+6","4th year","Good","81","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/31 12:16:48 AM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/31 12:16:50 AM GMT+6","4th year","Very bad","6","Male","23","Home","Single","Yes","2","Good","Yes","Yes","Yes","Family","Yes","No","Neutral","No","Yes","4"
"2021/01/31 12:16:52 AM GMT+6","4th year","Very good","97","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/31 12:16:54 AM GMT+6","4th year","Very bad","12","Male","23","Home","Single","Yes","3","Normal","Yes","No","Yes","Friends","Yes","No","No","Yes","No","6"
"2021/01/31 12:16:56 AM GMT+6","4th year","Very bad","4","Male","23","Hall-Mess","Single","No","3","Good","Yes","Yes","No","Friends","Yes","Maybe","Yes","No","No","5"
"2021/01/31 12:16:58 AM GMT+6","4th year","Very bad","17","Male","23","Playground","Single","Yes","2","Bad","Yes","No","No","Friends","Yes","No","No","No","No","7"
"2021/01/31 12:17:00 AM GMT+6","4th year","Very good","91","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/31 12:17:02 AM GMT+6","4th year","Very bad","1","Male","23","Home","Single","Yes","2","Bad","Yes","Yes","No","Family","Yes","No","Yes","No","Yes","7"
"2021/01/31 12:17:07 AM GMT+6","4th year","Very good","93","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/31 12:17:09 AM GMT+6","4th year","Good","83","Male","23","Home","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/31 12:17:11 AM GMT+6","4th year","Bad","42","Male","23","Playground","Single","Yes","1","Bad","Yes","Yes","No","Friends","Yes","Yes","No","Yes","Yes","4"
"2021/01/31 12:17:13 AM GMT+6","4th year","Very good","94","Male","23","Department","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/31 12:17:18 AM GMT+6","4th year","Good","87","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/31 12:17:23 AM GMT+6","4th year","Bad","26","Male","23","Hall-Mess","Single","Yes","3","Normal","Yes","No","No","Family","Yes","No","Yes","No","Yes","4"
"2021/01/31 12:17:28 AM GMT+6","4th year","Bad","37","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","No","No","Family","Yes","Maybe","No","No","Yes","3"
"2021/01/31 12:17:33 AM GMT+6","4th year","Good","72","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/31 12:17:35 AM GMT+6","4th year","Good","89","Male","23","Hall-Mess","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/31 12:17:37 AM GMT+6","4th year","Normal","66","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Neutral","Yes","No","6"
